car,fabricante,motor,combustivel,automatico,ano_fabrica,ano_modelo,km,anunciante,cidade,estado,regiao,preco,latitude,longitude,categoria
VOLKSWAGEN SPACEFOX,VOLKSWAGEN,1.6,FLEX,0,2015,2016,48000,Loja,Indaial,SC,Sul,57900,-26.8992,-49.2354,Carro
RENAULT CAPTUR,RENAULT,1.6,FLEX,1,2021,2021,12075,Loja,Indaial,SC,Sul,107500,-26.8992,-49.2354,Carro
VOLKSWAGEN NIVUS,VOLKSWAGEN,1,FLEX,1,2021,2021,0,Loja,Criciúma,SC,Sul,125900,-28.6723,-49.3729,SUV
VOLKSWAGEN T-CROSS,VOLKSWAGEN,1,FLEX,1,2019,2020,20500,Concessionária,Praia Grande,SP,Sudeste,106900,-24.0084,-46.4121,SUV
FORD ECOSPORT,FORD,1.5,FLEX,0,2017,2018,34000,Loja,Serra,ES,Sudeste,71900,-20.121,-40.3074,SUV
VOLKSWAGEN T-CROSS,VOLKSWAGEN,1,FLEX,1,2019,2020,29190,Loja,Boituva,SP,Sudeste,111500,-23.2855,-47.6786,SUV
FORD ECOSPORT,FORD,2,FLEX,1,2015,2015,99000,Loja,Joinville,SC,Sul,55900,-26.3045,-48.8487,SUV
VOLKSWAGEN SPACEFOX,VOLKSWAGEN,1.6,FLEX,0,2018,2019,84000,Loja,João Pessoa,PB,Nordeste,58900,-7.11509,-34.8641,Carro
RENAULT DUSTER,RENAULT,1.6,FLEX,1,2020,2021,4218,Loja,Joaçaba,SC,Sul,97900,-27.1721,-51.5108,SUV
CHEVROLET ONIX,CHEVROLET,1,FLEX,1,2019,2020,9600,Loja,Tijucas,SC,Sul,92900,-27.2354,-48.6322,Carro
JEEP RENEGADE,JEEP,1.8,FLEX,1,2019,2019,33879,Loja,Praia Grande,SP,Sudeste,95900,-24.0084,-46.4121,SUV
FIAT CRONOS,FIAT,1.8,FLEX,0,2018,2019,85766,Concessionária,Itajaí,SC,Sul,71900,-26.9101,-48.6705,Carro
VOLKSWAGEN T-CROSS,VOLKSWAGEN,1,FLEX,1,2021,2021,0,Loja,Itaúna,MG,Sudeste,115900,-20.0818,-44.5801,SUV
CHEVROLET SPIN,CHEVROLET,1.8,FLEX,0,2013,2013,100819,Concessionária,São José do Rio Preto,SP,Sudeste,48900,-20.8113,-49.3758,Minivan
HYUNDAI CRETA,HYUNDAI,1.6,FLEX,1,2018,2019,29000,Loja,Francisco Beltrão,PR,Sul,99900,-26.0817,-53.0535,SUV
FORD ECOSPORT,FORD,1.5,FLEX,1,2018,2019,63000,Concessionária,Valinhos,SP,Sudeste,73990,-22.9698,-46.9974,SUV
RENAULT DUSTER,RENAULT,1.6,FLEX,1,2019,2020,31500,Loja,Apucarana,PR,Sul,78900,-23.55,-51.4635,SUV
VOLKSWAGEN TAOS,VOLKSWAGEN,1.4,FLEX,1,2021,2022,0,Loja,São Paulo,SP,Sudeste,198880,-23.5329,-46.6395,SUV
FORD ECOSPORT,FORD,1.5,FLEX,1,2020,2020,3209,Loja,Brasília,DF,Centro-Oeste,82490,-15.7795,-47.9297,SUV
JEEP RENEGADE,JEEP,1.8,FLEX,1,2020,2021,9400,Concessionária,Rio do Sul,SC,Sul,104990,-27.2156,-49.643,SUV
HONDA HR-V,HONDA,1.8,FLEX,1,2016,2017,97587,Loja,Campinas,SP,Sudeste,89890,-22.9053,-47.0659,SUV
CHEVROLET ZAFIRA,CHEVROLET,2,FLEX,1,2009,2010,152000,Loja,Vinhedo,SP,Sudeste,34800,-23.0302,-46.9833,Minivan
RENAULT CAPTUR,RENAULT,2,FLEX,1,2019,2020,50400,Loja,São Paulo,SP,Sudeste,84900,-23.5329,-46.6395,Carro
JEEP RENEGADE,JEEP,1.8,FLEX,1,2017,2018,57000,Loja,Tubarão,SC,Sul,91900,-28.4713,-49.0144,SUV
NISSAN KICKS,NISSAN,1.6,FLEX,1,2019,2020,20000,Loja,Piracicaba,SP,Sudeste,91900,-22.7338,-47.6476,SUV
HYUNDAI TUCSON,HYUNDAI,2,GASOLINA,1,2011,2012,86000,Loja,Ivoti,RS,Sul,41900,-29.5995,-51.1533,SUV
HYUNDAI CRETA,HYUNDAI,2,FLEX,1,2018,2018,55723,Loja,São Paulo,SP,Sudeste,98790,-23.5329,-46.6395,SUV
CHEVROLET SPIN,CHEVROLET,1.8,FLEX,0,2016,2017,68000,Loja,São Paulo,SP,Sudeste,61890,-23.5329,-46.6395,Minivan
RENAULT CAPTUR,RENAULT,1.6,FLEX,1,2020,2021,6382,Loja,São Paulo,SP,Sudeste,102789,-23.5329,-46.6395,Carro
FIAT PALIO,FIAT,1.8,FLEX,0,2019,2020,57000,Loja,Itumbiara,GO,Centro-Oeste,71000,-18.4093,-49.2158,Carro
CHERY TIGGO 5x,CHERY,1.5,FLEX,1,2019,2020,18000,Loja,São José dos Campos,SP,Sudeste,105900,-23.1896,-45.8841,SUV
NISSAN KICKS,NISSAN,1.6,FLEX,1,2020,2020,67000,Loja,Sumaré,SP,Sudeste,93900,-22.8204,-47.2728,SUV
CHEVROLET TRACKER,CHEVROLET,1.4,FLEX,1,2017,2018,35639,Loja,Brasília,DF,Centro-Oeste,85290,-15.7795,-47.9297,SUV
JEEP RENEGADE,JEEP,1.8,FLEX,1,2015,2016,100,Loja,Campinas,SP,Sudeste,73890,-22.9053,-47.0659,SUV
CHEVROLET SPIN,CHEVROLET,1.8,FLEX,1,2019,2020,39476,Loja,Itajaí,SC,Sul,89900,-26.9101,-48.6705,Minivan
MERCEDES-BENZ GLB 200,MERCEDES-BENZ,1.3,GASOLINA,1,2021,2021,0,Loja,São Paulo,SP,Sudeste,365888,-23.5329,-46.6395,SUV
FORD ECOSPORT,FORD,1.5,FLEX,1,2018,2019,49000,Loja,Siqueira Campos,PR,Sul,79900,-23.6875,-49.8304,SUV
HONDA HR-V,HONDA,1.8,FLEX,1,2015,2016,89000,Loja,Siqueira Campos,PR,Sul,83900,-23.6875,-49.8304,SUV
VOLKSWAGEN SPACEFOX,VOLKSWAGEN,1.6,FLEX,0,2014,2014,100000,Loja,Santa Cruz do Sul,RS,Sul,41900,-29.722,-52.4343,Carro
HYUNDAI CRETA,HYUNDAI,2,FLEX,1,2019,2020,11200,Loja,São Paulo,SP,Sudeste,119900,-23.5329,-46.6395,SUV
CHERY TIGGO 5x,CHERY,1.5,FLEX,1,2019,2020,12600,Loja,São Paulo,SP,Sudeste,110900,-23.5329,-46.6395,SUV
HONDA HR-V,HONDA,1.5,GASOLINA,1,2019,2020,15000,Loja,Jundiaí,SP,Sudeste,149900,-23.1852,-46.8974,SUV
HONDA HR-V,HONDA,1.8,FLEX,1,2019,2020,50399,Concessionária,Joinville,SC,Sul,123990,-26.3045,-48.8487,SUV
HONDA HR-V,HONDA,1.8,FLEX,1,2017,2018,76353,Concessionária,Joinville,SC,Sul,102990,-26.3045,-48.8487,SUV
VOLKSWAGEN T-CROSS,VOLKSWAGEN,1,FLEX,1,2019,2020,13300,Loja,Caçador,SC,Sul,114900,-26.7757,-51.012,SUV
NISSAN LIVINA,NISSAN,1.8,FLEX,1,2011,2012,1000,Loja,Rio de Janeiro,RJ,Sudeste,34900,-22.9129,-43.2003,Minivan
HONDA HR-V,HONDA,1.8,FLEX,1,2018,2018,41000,Loja,Jundiaí,SP,Sudeste,106890,-23.1852,-46.8974,SUV
TOYOTA COROLLA CROSS,TOYOTA,2,FLEX,1,2021,2022,100,Loja,Bauru,SP,Sudeste,166800,-22.3246,-49.0871,SUV
RENAULT LOGAN,RENAULT,1,FLEX,0,2018,2019,34000,Loja,Osasco,SP,Sudeste,44890,-23.5324,-46.7916,Carro
RENAULT DUSTER,RENAULT,1.6,FLEX,0,2017,2018,47200,Concessionária,Porto Belo,SC,Sul,70900,-27.1586,-48.5469,SUV
HYUNDAI TUCSON,HYUNDAI,2,GASOLINA,1,2012,2013,75000,Loja,Indaiatuba,SP,Sudeste,46900,-23.0816,-47.2101,SUV
RENAULT CAPTUR,RENAULT,1.6,FLEX,1,2019,2020,24924,Loja,João Monlevade,MG,Sudeste,87000,-19.8126,-43.1735,Carro
JEEP RENEGADE,JEEP,1.8,FLEX,0,2015,2016,61104,Loja,Joaçaba,SC,Sul,72900,-27.1721,-51.5108,SUV
RENAULT DUSTER,RENAULT,1.6,FLEX,0,2013,2014,99800,Loja,Joinville,SC,Sul,48900,-26.3045,-48.8487,SUV
TOYOTA COROLLA CROSS,TOYOTA,2,FLEX,1,2021,2022,150,Loja,São Paulo,SP,Sudeste,177900,-23.5329,-46.6395,SUV
NISSAN KICKS,NISSAN,1.6,FLEX,1,2019,2020,30788,Loja,São Paulo,SP,Sudeste,103600,-23.5329,-46.6395,SUV
JEEP RENEGADE,JEEP,1.8,FLEX,1,2018,2018,64775,Loja,Goiânia,GO,Centro-Oeste,74900,-16.6864,-49.2643,SUV
VOLKSWAGEN T-CROSS,VOLKSWAGEN,1,FLEX,1,2021,2021,0,Loja,São José dos Campos,SP,Sudeste,114900,-23.1896,-45.8841,SUV
JEEP RENEGADE,JEEP,1.8,FLEX,1,2018,2018,32510,Loja,São Paulo,SP,Sudeste,83900,-23.5329,-46.6395,SUV
HYUNDAI CRETA,HYUNDAI,2,FLEX,1,2019,2019,36500,Concessionária,São José,SC,Sul,104800,-27.6136,-48.6366,SUV
SUZUKI S-CROSS,SUZUKI,1.4,GASOLINA,1,2019,2019,55000,Loja,São Paulo,SP,Sudeste,109900,-23.5329,-46.6395,SUV
CHEVROLET ONIX,CHEVROLET,1,FLEX,0,2019,2019,75000,Loja,Duque de Caxias,RJ,Sudeste,52990,-22.7858,-43.3049,Carro
FORD KA,FORD,1,FLEX,0,2018,2019,37637,Loja,Brasília,DF,Centro-Oeste,49990,-15.7795,-47.9297,Carro
FIAT UNO,FIAT,1,FLEX,0,2020,2021,54242,Loja,Piracicaba,SP,Sudeste,51990,-22.7338,-47.6476,Carro
VOLKSWAGEN GOL,VOLKSWAGEN,1,FLEX,0,2019,2020,55466,Loja,Curitiba,PR,Sul,50810,-25.4195,-49.2646,Carro
FORD KA,FORD,1,FLEX,0,2020,2020,45040,Loja,Uberlândia,MG,Sudeste,52990,-18.9141,-48.2749,Carro
VOLKSWAGEN GOL,VOLKSWAGEN,1,FLEX,0,2020,2021,61195,Loja,Salvador,BA,Nordeste,53990,-12.9718,-38.5011,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,0,2018,2018,43000,Loja,Feira de Santana,BA,Nordeste,47990,-12.2664,-38.9663,Carro
FIAT UNO,FIAT,1,FLEX,0,2019,2020,25815,Loja,Recife,PE,Nordeste,48900,-8.04666,-34.8771,Carro
FIAT MOBI,FIAT,1,FLEX,0,2019,2020,46877,Loja,Belo Horizonte,MG,Sudeste,44590,-19.9102,-43.9266,Carro
FIAT ARGO,FIAT,1,FLEX,0,2019,2020,51280,Loja,Curitiba,PR,Sul,57490,-25.4195,-49.2646,Carro
RENAULT KWID,RENAULT,1,FLEX,0,2020,2021,40184,Concessionária,Campo Grande,MS,Centro-Oeste,49490,-9.95542,-36.7926,Carro
FIAT MOBI,FIAT,1,FLEX,0,2019,2020,48911,Loja,Goiânia,GO,Centro-Oeste,44590,-16.6864,-49.2643,Carro
RENAULT KWID,RENAULT,1,FLEX,0,2020,2021,42742,Loja,Curitiba,PR,Sul,47460,-25.4195,-49.2646,Carro
FORD KA,FORD,1,FLEX,0,2019,2020,49164,Loja,Americana,SP,Sudeste,50990,-22.7374,-47.3331,Carro
FIAT ARGO,FIAT,1,FLEX,0,2019,2020,63520,Loja,São Bernardo do Campo,SP,Sudeste,55280,-23.6914,-46.5646,Carro
FIAT ARGO,FIAT,1,FLEX,0,2019,2020,49213,Loja,Feira de Santana,BA,Nordeste,55499,-12.2664,-38.9663,Carro
FORD KA,FORD,1,FLEX,0,2016,2017,68300,Loja,Porto Alegre,RS,Sul,41900,-30.0318,-51.2065,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,0,2018,2018,40065,Concessionária,São Paulo,SP,Sudeste,46990,-23.5329,-46.6395,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,0,2016,2017,90132,Loja,Brasília,DF,Centro-Oeste,47900,-15.7795,-47.9297,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,0,2019,2020,38323,Loja,Joaçaba,SC,Sul,53900,-27.1721,-51.5108,Carro
RENAULT KWID,RENAULT,1,FLEX,0,2019,2020,45000,Loja,Jundiaí,SP,Sudeste,45900,-23.1852,-46.8974,Carro
CHEVROLET JOY,CHEVROLET,1,FLEX,0,2021,2021,0,Concessionária,Uberlândia,MG,Sudeste,59520,-18.9141,-48.2749,Carro
PEUGEOT 208,PEUGEOT,1.2,FLEX,0,2019,2020,47192,Loja,Juiz de Fora,MG,Sudeste,52900,-21.7595,-43.3398,Carro
FIAT MOBI,FIAT,1,FLEX,0,2019,2020,75342,Loja,Juiz de Fora,MG,Sudeste,41900,-21.7595,-43.3398,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,0,2018,2018,45597,Loja,Juiz de Fora,MG,Sudeste,64900,-21.7595,-43.3398,Carro
FIAT ARGO,FIAT,1.3,FLEX,0,2019,2019,23557,Loja,Joaçaba,SC,Sul,59900,-27.1721,-51.5108,Carro
CHEVROLET PRISMA,CHEVROLET,1.4,FLEX,0,2016,2017,38000,Loja,Limeira,SP,Sudeste,55490,-22.566,-47.397,Carro
HYUNDAI HB20,HYUNDAI,1,FLEX,0,2019,2019,19340,Loja,Osasco,SP,Sudeste,56790,-23.5324,-46.7916,Carro
FIAT MOBI,FIAT,1,FLEX,0,2019,2020,40350,Loja,Porto Alegre,RS,Sul,44590,-30.0318,-51.2065,Carro
VOLKSWAGEN UP,VOLKSWAGEN,1,FLEX,0,2019,2020,24000,Loja,Atibaia,SP,Sudeste,53900,-23.1171,-46.5563,Carro
HYUNDAI HB20,HYUNDAI,1,FLEX,0,2021,2022,0,Loja,Boituva,SP,Sudeste,66500,-23.2855,-47.6786,Carro
RENAULT KWID,RENAULT,1,FLEX,0,2020,2020,62500,Loja,Campo Grande,MS,Centro-Oeste,40900,-9.95542,-36.7926,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,1,2020,2021,7269,Concessionária,Uberlândia,MG,Sudeste,87900,-18.9141,-48.2749,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,0,2017,2018,56200,Loja,Recife,PE,Nordeste,46900,-8.04666,-34.8771,Carro
HYUNDAI HB20,HYUNDAI,1,FLEX,0,2018,2019,45000,Loja,São Carlos,SP,Sudeste,51890,-22.0174,-47.886,Carro
FORD KA,FORD,1,FLEX,0,2019,2020,65465,Loja,Joinville,SC,Sul,55900,-26.3045,-48.8487,Carro
FORD KA,FORD,1,FLEX,0,2019,2020,5831,Loja,Brasília,DF,Centro-Oeste,51000,-15.7795,-47.9297,Carro
FIAT ARGO,FIAT,1.3,FLEX,0,2020,2020,61000,Loja,Major Vieira,SC,Sul,69000,-26.3709,-50.3266,Carro
HYUNDAI HB20,HYUNDAI,1,FLEX,0,2021,2022,0,Loja,Manaus,AM,Norte,69990,-3.11866,-60.0212,Carro
VOLKSWAGEN UP,VOLKSWAGEN,1,FLEX,0,2018,2019,66345,Loja,Belo Horizonte,MG,Sudeste,55900,-19.9102,-43.9266,Carro
NISSAN MARCH,NISSAN,1,FLEX,0,2018,2019,47775,Loja,Brasília,DF,Centro-Oeste,44500,-15.7795,-47.9297,Carro
VOLKSWAGEN CROSS UP,VOLKSWAGEN,1,FLEX,0,2018,2018,56000,Loja,Jaú,SP,Sudeste,57500,-22.2936,-48.5592,Carro
RENAULT KWID,RENAULT,1,FLEX,0,2019,2020,13000,Loja,Rio de Janeiro,RJ,Sudeste,50900,-22.9129,-43.2003,Carro
HYUNDAI HB20,HYUNDAI,1,FLEX,0,2018,2019,56800,Loja,Brasília,DF,Centro-Oeste,50900,-15.7795,-47.9297,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,0,2019,2019,47000,Loja,Joinville,SC,Sul,54900,-26.3045,-48.8487,Carro
NISSAN MARCH,NISSAN,1,FLEX,0,2015,2016,67000,Loja,Sorocaba,SP,Sudeste,39990,-23.4969,-47.4451,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,0,2018,2018,35795,Loja,Rio do Sul,SC,Sul,52900,-27.2156,-49.643,Carro
CHEVROLET JOY,CHEVROLET,1,FLEX,0,2019,2020,47000,Loja,Caraguatatuba,SP,Sudeste,52900,-23.6125,-45.4125,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,1,2020,2020,15000,Loja,Jundiaí,SP,Sudeste,89900,-23.1852,-46.8974,Carro
FIAT ARGO,FIAT,1,FLEX,0,2019,2020,43448,Loja,Jaraguá do Sul,SC,Sul,57900,-26.4851,-49.0713,Carro
HYUNDAI HB20,HYUNDAI,1,FLEX,0,2018,2019,63562,Loja,Piedade,SP,Sudeste,51900,-23.7139,-47.4256,Carro
FIAT MOBI,FIAT,1,FLEX,0,2021,2021,100,Loja,Americana,SP,Sudeste,56990,-22.7374,-47.3331,Carro
FIAT MOBI,FIAT,1,FLEX,0,2017,2018,103655,Loja,Balneário Camboriú,SC,Sul,41900,-26.9926,-48.6352,Carro
PEUGEOT 208,PEUGEOT,1.6,FLEX,1,2021,2022,0,Concessionária,Santos,SP,Sudeste,81990,-23.9535,-46.335,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,0,2018,2019,35547,Concessionária,Itajaí,SC,Sul,46900,-26.9101,-48.6705,Carro
HYUNDAI HB20,HYUNDAI,1,FLEX,0,2021,2022,0,Loja,Taubaté,SP,Sudeste,67900,-23.0104,-45.5593,Carro
FORD KA,FORD,1,FLEX,0,2020,2021,4526,Concessionária,Limeira,SP,Sudeste,55900,-22.566,-47.397,Carro
RENAULT KWID,RENAULT,1,FLEX,0,2018,2018,67211,Loja,Brasília,DF,Centro-Oeste,30900,-15.7795,-47.9297,Carro
FIAT MOBI,FIAT,1,FLEX,0,2017,2018,120000,Loja,Cascavel,PR,Sul,43800,-24.9573,-53.459,Carro
FIAT MOBI,FIAT,1,FLEX,0,2021,2022,0,Concessionária,São José do Rio Preto,SP,Sudeste,59764,-20.8113,-49.3758,Carro
HYUNDAI HB20,HYUNDAI,1,FLEX,0,2019,2019,33370,Loja,Cocalzinho de Goiás,GO,Centro-Oeste,52900,-15.7914,-48.7747,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,0,2019,2019,47000,Loja,Rio de Janeiro,RJ,Sudeste,45700,-22.9129,-43.2003,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,1,2020,2021,29000,Loja,Uberaba,MG,Sudeste,89900,-19.7472,-47.9381,Carro
FORD KA,FORD,1,FLEX,0,2017,2018,81000,Loja,Ferraz de Vasconcelos,SP,Sudeste,44400,-23.5411,-46.371,Carro
FORD KA,FORD,1,FLEX,0,2017,2018,47970,Concessionária,Curitiba,PR,Sul,44500,-25.4195,-49.2646,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,1,2021,2022,0,Concessionária,Vitória,ES,Sudeste,93190,-20.3155,-40.3128,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,1,2020,2020,5500,Loja,Paranavaí,PR,Sul,89990,-23.0816,-52.4617,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,0,2016,2017,71000,Loja,São José do Rio Preto,SP,Sudeste,49900,-20.8113,-49.3758,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,1,2019,2020,25000,Loja,Atibaia,SP,Sudeste,74900,-23.1171,-46.5563,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,0,2020,2020,52221,Loja,Itumbiara,GO,Centro-Oeste,77500,-18.4093,-49.2158,Carro
RENAULT KWID,RENAULT,1,FLEX,0,2018,2019,11000,Loja,Franca,SP,Sudeste,44900,-20.5352,-47.4039,Carro
FIAT MOBI,FIAT,1,FLEX,0,2016,2017,76629,Loja,São José dos Campos,SP,Sudeste,46900,-23.1896,-45.8841,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,0,2019,2020,37000,Loja,Porto Alegre,RS,Sul,52900,-30.0318,-51.2065,Carro
FIAT MOBI,FIAT,1,FLEX,0,2018,2018,40000,Loja,Londrina,PR,Sul,42588,-23.304,-51.1691,Carro
RENAULT KWID,RENAULT,1,FLEX,0,2020,2021,11106,Loja,São Paulo,SP,Sudeste,47900,-23.5329,-46.6395,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,0,2018,2018,119553,Loja,Osasco,SP,Sudeste,45890,-23.5324,-46.7916,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,0,2019,2019,85169,Concessionária,Jaú,SP,Sudeste,49900,-22.2936,-48.5592,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,0,2019,2020,57737,Concessionária,Jaú,SP,Sudeste,52900,-22.2936,-48.5592,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,0,2019,2019,52000,Concessionária,Jaú,SP,Sudeste,49900,-22.2936,-48.5592,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,1,2020,2020,0,Loja,Rio Grande,RS,Sul,84900,-32.0349,-52.1071,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,1,2019,2020,18000,Loja,São José do Rio Pardo,SP,Sudeste,82900,-21.5953,-46.8873,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,0,2017,2018,80109,Loja,Salvador,BA,Nordeste,44900,-12.9718,-38.5011,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,0,2018,2018,59396,Concessionária,João Monlevade,MG,Sudeste,44800,-19.8126,-43.1735,Carro
RENAULT KWID,RENAULT,1,FLEX,0,2019,2020,26500,Loja,Cosmópolis,SP,Sudeste,44900,-22.6419,-47.1926,Carro
CHEVROLET ONIX,CHEVROLET,1.4,FLEX,0,2016,2017,61000,Loja,Fortaleza,CE,Nordeste,54900,-3.71664,-38.5423,Carro
RENAULT KWID,RENAULT,1,FLEX,0,2020,2021,28000,Loja,Serra,ES,Sudeste,47800,-20.121,-40.3074,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,0,2017,2018,58355,Loja,Porto Alegre,RS,Sul,43900,-30.0318,-51.2065,Carro
CHEVROLET TRACKER,CHEVROLET,1.2,FLEX,1,2020,2021,12493,Loja,Gaspar,SC,Sul,126900,-26.9336,-48.9534,SUV
CHEVROLET ONIX,CHEVROLET,1,FLEX,0,2018,2019,79800,Loja,Atibaia,SP,Sudeste,49900,-23.1171,-46.5563,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,0,2017,2018,80262,Loja,Contagem,MG,Sudeste,43900,-19.9321,-44.0539,Carro
HYUNDAI HB20,HYUNDAI,1,FLEX,0,2020,2021,21000,Concessionária,Joinville,SC,Sul,61500,-26.3045,-48.8487,Carro
FIAT MOBI,FIAT,1,FLEX,0,2020,2020,33366,Loja,Itajaí,SC,Sul,45290,-26.9101,-48.6705,Carro
NISSAN MARCH,NISSAN,1,FLEX,0,2015,2016,50006,Loja,São Paulo,SP,Sudeste,42900,-23.5329,-46.6395,Carro
RENAULT KWID,RENAULT,1,FLEX,0,2020,2021,9300,Loja,Itajaí,SC,Sul,51990,-26.9101,-48.6705,Carro
CITROËN C3,CITROEN,1.2,FLEX,0,2017,2017,47525,Loja,Sorocaba,SP,Sudeste,47900,-23.4969,-47.4451,Carro
FIAT ARGO,FIAT,1.8,FLEX,1,2019,2020,11772,Loja,João Monlevade,MG,Sudeste,82000,-19.8126,-43.1735,Carro
VOLKSWAGEN UP,VOLKSWAGEN,1,FLEX,0,2017,2018,41137,Loja,Joinville,SC,Sul,63900,-26.3045,-48.8487,Carro
FORD KA,FORD,1,FLEX,0,2019,2020,34550,Concessionária,Uberaba,MG,Sudeste,54900,-19.7472,-47.9381,Carro
FORD KA,FORD,1,FLEX,0,2017,2018,49000,Loja,Cotia,SP,Sudeste,45900,-23.6022,-46.919,Carro
FIAT MOBI,FIAT,1,FLEX,0,2019,2019,28000,Loja,Afonso Cláudio,ES,Sudeste,43900,-20.0778,-41.1261,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,1,2020,2020,41164,Loja,São Carlos,SP,Sudeste,78990,-22.0174,-47.886,Carro
CHEVROLET TRACKER,CHEVROLET,1.2,FLEX,1,2020,2021,31565,Loja,Extrema,MG,Sudeste,134990,-22.854,-46.3178,SUV
HYUNDAI HB20,HYUNDAI,1,FLEX,0,2019,2019,78000,Loja,Belo Horizonte,MG,Sudeste,52980,-19.9102,-43.9266,Carro
FIAT UNO,FIAT,1,FLEX,0,2018,2018,67979,Loja,Brasília,DF,Centro-Oeste,39900,-15.7795,-47.9297,Carro
FIAT ARGO,FIAT,1,FLEX,0,2019,2020,38638,Loja,Feira de Santana,BA,Nordeste,57990,-12.2664,-38.9663,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,1,2020,2021,6313,Concessionária,Chapecó,SC,Sul,97900,-27.1004,-52.6152,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,1,2020,2020,26472,Concessionária,Chapecó,SC,Sul,94900,-27.1004,-52.6152,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,1,2020,2020,11507,Loja,Cascavel,PR,Sul,92800,-24.9573,-53.459,Carro
FIAT MOBI,FIAT,1,FLEX,0,2019,2020,47333,Loja,Porto Alegre,RS,Sul,44590,-30.0318,-51.2065,Carro
FIAT MOBI,FIAT,1,FLEX,0,2020,2020,41391,Loja,Campinas,SP,Sudeste,44590,-22.9053,-47.0659,Carro
RENAULT KWID,RENAULT,1,FLEX,0,2019,2020,16518,Loja,Contagem,MG,Sudeste,44900,-19.9321,-44.0539,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,1,2020,2021,3900,Loja,Recife,PE,Nordeste,86900,-8.04666,-34.8771,Carro
VOLKSWAGEN UP,VOLKSWAGEN,1,FLEX,1,2017,2018,71934,Loja,São Bernardo do Campo,SP,Sudeste,51990,-23.6914,-46.5646,Carro
PEUGEOT 208,PEUGEOT,1.6,FLEX,1,2020,2021,10900,Loja,Catanduva,SP,Sudeste,88500,-21.1314,-48.977,Carro
CHEVROLET ONIX,CHEVROLET,1,FLEX,0,2018,2018,82096,Loja,Rio de Janeiro,RJ,Sudeste,47800,-22.9129,-43.2003,Carro
VOLKSWAGEN TIGUAN,VOLKSWAGEN,1.4,FLEX,1,2019,2019,30000,Loja,Rio de Janeiro,RJ,Sudeste,152990,-22.9129,-43.2003,SUV
AUDI Q3,AUDI,1.4,FLEX,1,2018,2019,18283,Concessionária,Londrina,PR,Sul,145900,-23.304,-51.1691,SUV
VOLKSWAGEN TIGUAN,VOLKSWAGEN,1.4,FLEX,1,2018,2019,55992,Loja,São Luís,MA,Nordeste,154990,-2.53874,-44.2825,SUV
AUDI Q5,AUDI,2,GASOLINA,1,2019,2020,26600,Loja,Americana,SP,Sudeste,309900,-22.7374,-47.3331,SUV
VOLKSWAGEN TIGUAN,VOLKSWAGEN,1.4,FLEX,1,2019,2020,37000,Loja,Rio de Janeiro,RJ,Sudeste,174990,-22.9129,-43.2003,SUV
VOLKSWAGEN TIGUAN,VOLKSWAGEN,1.4,FLEX,1,2019,2019,55000,Loja,Ponta Grossa,PR,Sul,148900,-25.0916,-50.1668,SUV
JEEP COMPASS,JEEP,2,DIESEL,1,2021,2021,0,Loja,Canoas,RS,Sul,209990,-29.9128,-51.1857,SUV
TOYOTA HILUX SW4,TOYOTA,2.8,DIESEL,1,2019,2019,29000,Loja,Brasília,DF,Centro-Oeste,298900,-15.7795,-47.9297,Camionete
PEUGEOT 3008,PEUGEOT,1.6,GASOLINA,1,2018,2019,69000,Loja,Gaspar,SC,Sul,159000,-26.9336,-48.9534,SUV
